cluster,count,mean_severity,max_severity,n_types,top_type,top_neighborhood,lat_center,lng_center,n_CurbRamp,n_NoCurbRamp,n_NoSidewalk,n_Obstacle,n_Other,n_SurfaceProblem,spread_m,hotspot_score
1133,27,3.3333333333333335,5.0,4,NoCurbRamp,Madrona,47.61646793506764,-122.29127898039641,5,15,0,3,0,4,181.53406382215996,130.5
1073,22,4.090909090909091,5.0,4,NoCurbRamp,North Beacon Hill,47.57284181768244,-122.30103336681019,0,13,5,1,0,3,130.4168701171875,130.5
1058,26,3.4615384615384617,4.0,4,NoCurbRamp,North Beacon Hill,47.57654688908504,-122.31241020789513,2,19,0,3,0,2,119.40765380859375,130.5
797,22,4.090909090909091,5.0,4,NoCurbRamp,Bryant,47.66489757191051,-122.28723560680042,4,12,3,0,0,3,171.67020137045574,130.5
496,23,3.9130434782608696,5.0,4,NoCurbRamp,Broadway,47.62312084695567,-122.31973465629245,3,10,0,4,0,6,158.108607846373,130.5
459,28,3.2142857142857144,5.0,4,NoCurbRamp,North Queen Anne,47.644069126674104,-122.35622896466937,2,22,1,0,0,3,285.8161926269531,130.5
355,28,4.642857142857143,5.0,1,NoSidewalk,Briarcliff,47.65230587550572,-122.4162210736956,0,0,28,0,0,0,185.88638305664062,130.0
1117,33,3.4242424242424243,5.0,2,NoCurbRamp,North Beacon Hill,47.57441561149828,-122.31077460086706,0,18,0,0,0,15,204.53284427762065,129.95
1075,26,4.346153846153846,5.0,2,NoCurbRamp,Wallingford,47.66305057819073,-122.32663902869591,1,25,0,0,0,0,161.9802732928017,129.94999999999996
703,21,4.238095238095238,5.0,4,NoCurbRamp,Wallingford,47.660251072474885,-122.32449522472564,3,15,0,2,0,1,165.98164533494204,129.04999999999998
1114,24,4.666666666666667,5.0,2,NoCurbRamp,Wallingford,47.65426476796468,-122.33954938252766,0,23,1,0,0,0,130.0623856078562,128.79999999999998
869,25,3.2,5.0,5,NoCurbRamp,Mann,47.60728149414062,-122.2964779663086,0,8,8,2,1,6,228.22952270507812,128.0
754,37,3.0,3.0,2,NoCurbRamp,Mann,47.611520612562025,-122.29927104228251,0,27,0,0,0,10,385.9391124757044,127.64999999999999
113,37,3.0,3.0,2,NoSidewalk,Industrial District,47.547767948459935,-122.35714123700116,0,0,36,1,0,0,373.0430603027344,127.64999999999999
339,21,4.190476190476191,5.0,4,NoCurbRamp,Southeast Magnolia,47.634839739118306,-122.39644731794085,1,16,0,3,0,1,123.26282566043194,127.6
733,29,3.0344827586206895,4.0,4,NoCurbRamp,Minor,47.60397062630489,-122.31280543886382,5,16,0,1,0,7,214.12434877857623,127.6
791,21,4.190476190476191,5.0,4,SurfaceProblem,Yesler Terrace,47.60139864966983,-122.31890251522972,5,0,3,4,0,9,130.84030151446058,127.6
920,20,4.4,5.0,4,NoCurbRamp,Wallingford,47.67154083251953,-122.32561378479004,2,14,0,1,0,3,70.14201769459534,127.6
898,25,3.92,4.0,3,NoCurbRamp,Loyal Heights,47.68135360717773,-122.37867279052735,0,23,1,1,0,0,238.32398404205625,127.4
1173,22,4.454545454545454,5.0,3,NoSidewalk,Ravenna,47.69091363386674,-122.29577532681552,0,6,13,0,0,3,79.80680165517495,127.39999999999999
923,27,4.074074074074074,5.0,2,NoCurbRamp,Green Lake,47.67301517062717,-122.32823463722512,0,23,0,0,0,4,166.40853881835938,126.5
81,21,4.142857142857143,5.0,4,Obstacle,North Beacon Hill,47.53947394234793,-122.29844374883743,2,0,5,8,0,6,171.0662841796875,126.15000000000002
570,23,3.782608695652174,5.0,4,NoCurbRamp,North Queen Anne,47.6407644852348,-122.37170476498811,0,11,5,1,0,6,171.1789571150469,126.14999999999999
722,23,3.782608695652174,5.0,4,CurbRamp,First Hill,47.60500534721043,-122.32733519180961,11,6,0,5,0,1,116.44363403320312,126.14999999999999
1197,29,3.3448275862068964,5.0,3,NoCurbRamp,North Beacon Hill,47.58454474087419,-122.30898784768992,3,14,0,0,0,12,118.81173680525629,126.10000000000001
189,28,3.4642857142857144,4.0,3,Obstacle,Roosevelt,47.72507776532854,-122.31276784624372,2,0,0,13,0,13,148.20098876953125,126.10000000000001
60,25,3.88,5.0,3,NoSidewalk,North Beacon Hill,47.566229248046874,-122.30059539794922,0,0,9,7,0,9,466.1979675292969,126.10000000000001
905,27,3.5925925925925926,4.0,3,NoCurbRamp,Mount Baker,47.5796390109592,-122.29179382324219,0,21,2,0,0,4,281.0617909458054,126.10000000000001
197,29,4.344827586206897,5.0,1,NoSidewalk,Industrial District,47.52900814187938,-122.38991704480401,0,0,29,0,0,0,86.80343627929688,126.0
685,24,4.0,5.0,3,NoCurbRamp,University District,47.668497244517006,-122.31488227844238,6,11,0,7,0,0,167.09601412920026,124.80000000000001
262,32,3.0,3.0,3,NoSidewalk,Whittier Heights,47.70671629905701,-122.36682295799255,0,4,23,0,0,5,249.40109252929688,124.80000000000001
611,25,3.84,4.0,3,NoSidewalk,Industrial District,47.56895874023437,-122.32193725585938,0,3,20,0,0,2,121.13262947159053,124.80000000000001
625,32,3.0,3.0,3,NoSidewalk,Loyal Heights,47.69559109210968,-122.38793587684631,0,1,25,0,0,6,309.9517822265625,124.80000000000001
437,23,3.391304347826087,5.0,5,SurfaceProblem,Montlake,47.639605480691664,-122.32227093240489,5,5,4,3,0,6,216.2608800079229,124.80000000000001
37,25,3.44,4.0,4,NoCurbRamp,Mount Baker,47.51799697875977,-122.26472564697265,1,12,3,0,0,9,749.4735717773438,124.7
1112,23,4.695652173913044,5.0,2,NoCurbRamp,Wallingford,47.65433054384978,-122.33216393512228,0,21,0,0,0,2,105.5329431089053,124.2
56,22,4.909090909090909,5.0,2,NoCurbRamp,Industrial District,47.58963671597567,-122.38941088589755,1,21,0,0,0,0,211.32724151313528,124.19999999999999
555,31,4.0,4.0,1,NoSidewalk,Industrial District,47.555057771744266,-122.32694835047567,0,0,31,0,0,0,141.42608642578125,124.0
267,31,4.0,4.0,1,NoSidewalk,Ravenna,47.71237010340537,-122.29620508993825,0,0,31,0,0,0,195.62530517578125,124.0
824,31,4.0,4.0,1,NoSidewalk,Whittier Heights,47.69168336929813,-122.37277369345388,0,0,31,0,0,0,189.697265625,124.0
1140,21,4.523809523809524,5.0,3,NoSidewalk,Ravenna,47.69281514485677,-122.30055418468658,0,0,14,1,0,6,129.57000732421875,123.5
595,23,3.6956521739130435,4.0,4,NoSidewalk,Industrial District,47.557313504426375,-122.33550361965014,0,3,11,4,0,5,73.67706298828125,123.25
1093,26,3.269230769230769,4.0,4,NoCurbRamp,Madrona,47.61528000464806,-122.29565282968375,5,15,0,2,0,4,156.41969662144322,123.25
261,20,4.25,5.0,4,NoCurbRamp,Lawton Park,47.6628231048584,-122.40268898010254,1,13,0,2,0,4,139.1667567070719,123.25
995,22,4.863636363636363,5.0,2,NoSidewalk,Ravenna,47.695556293834336,-122.30380387739702,0,2,20,0,0,0,177.26932651142027,123.05
137,26,4.115384615384615,5.0,2,NoSidewalk,Roosevelt,47.72380021902231,-122.32304294292743,0,0,21,0,0,5,112.79842599369483,123.04999999999997
253,25,4.92,5.0,1,NoSidewalk,Ravenna,47.71092834472656,-122.29809143066406,0,0,25,0,0,0,163.44451904296875,123.0
170,21,4.476190476190476,5.0,3,NoSidewalk,Mount Baker,47.55302174886068,-122.28379821777344,0,4,11,0,0,6,133.8043212890625,122.2
958,27,3.4814814814814814,4.0,3,NoSidewalk,Mount Baker,47.589121641936124,-122.29004188820169,0,3,18,0,0,6,151.92864718312677,122.2
665,26,3.6153846153846154,4.0,3,NoCurbRamp,Green Lake,47.688666123610275,-122.33223137488731,0,22,2,0,0,2,172.73216426166752,122.2
934,35,3.0285714285714285,4.0,2,NoCurbRamp,Phinney Ridge,47.67289308820452,-122.34846300397601,0,34,1,0,0,0,183.76922607421875,121.89999999999999
1209,22,3.8181818181818183,4.0,4,NoSidewalk,Phinney Ridge,47.6648980920965,-122.35214822942561,1,3,16,0,0,2,173.3811983263299,121.8
285,24,3.5,4.0,4,NoSidewalk,Ravenna,47.72096554438273,-122.30184650421143,0,5,15,3,0,1,67.7490234375,121.8
548,19,4.0,5.0,5,NoSidewalk,West Queen Anne,47.62916223626388,-122.36582464920848,1,5,6,1,0,6,233.734130859375,121.60000000000001
815,26,4.653846153846154,5.0,1,NoSidewalk,Whittier Heights,47.703393349280724,-122.36994493924655,0,0,26,0,0,0,112.63275146484375,121.00000000000001
10,23,3.608695652173913,5.0,4,Obstacle,Industrial District,47.51000926805579,-122.38265792183255,0,3,2,13,0,5,132.53402709960938,120.35
31,18,4.611111111111111,5.0,4,NoSidewalk,Mount Baker,47.54263793097602,-122.28473239474826,1,0,13,2,0,2,99.08294677734375,120.35
96,22,3.772727272727273,5.0,4,CurbRamp,Industrial District,47.564902392300695,-122.38293318314986,11,9,1,1,0,0,274.8069763183594,120.35
313,22,3.772727272727273,5.0,4,NoCurbRamp,Lawton Park,47.65801082957875,-122.39765479347922,1,16,4,1,0,0,363.3499824486736,120.35
825,30,4.0,4.0,1,NoSidewalk,Whittier Heights,47.69339764912923,-122.37278111775716,0,0,30,0,0,0,147.77755737304688,120.0
135,24,5.0,5.0,1,NoSidewalk,Green Lake,47.69518105189005,-122.35396321614583,0,0,24,0,0,0,205.36422729492188,120.0
573,40,3.0,3.0,1,NoSidewalk,Industrial District,47.5616795539856,-122.33683834075927,0,0,40,0,0,0,233.7341308601637,120.0
547,24,3.125,4.0,5,NoSidewalk,West Queen Anne,47.62957954406738,-122.36776192982991,1,4,7,7,0,5,139.25535625983116,120.0
972,24,5.0,5.0,1,NoSidewalk,Whittier Heights,47.69472996393839,-122.3673194249471,0,0,24,0,0,0,113.05618286132812,120.0
1002,30,3.066666666666667,4.0,3,NoCurbRamp,West Woodland,47.672766240437824,-122.36868158976237,0,28,0,1,0,1,325.6187438964844,119.60000000000001
524,26,3.5384615384615383,4.0,3,NoSidewalk,East Queen Anne,47.63156846853403,-122.34952251727765,0,5,14,0,0,7,169.49699532887277,119.60000000000001
845,29,3.1724137931034484,4.0,3,NoCurbRamp,Phinney Ridge,47.67579308871565,-122.352946577401,0,23,5,0,0,1,168.10226440350817,119.60000000000001
617,26,4.0,4.0,2,NoSidewalk,Industrial District,47.56777880742,-122.33947372436523,0,1,25,0,0,0,141.84951782226562,119.6
731,31,3.3548387096774195,4.0,2,NoCurbRamp,Adams,47.672962434830204,-122.39567713583669,0,23,0,0,0,8,179.95834350585938,119.6
1084,26,4.0,5.0,2,NoCurbRamp,Wallingford,47.65574557964619,-122.34059201754056,0,25,0,0,0,1,134.22775268554688,119.6
944,26,4.0,5.0,2,NoCurbRamp,Wallingford,47.67213557316707,-122.33395737868089,0,25,0,0,0,1,151.16500854492188,119.6
940,23,3.5652173913043477,5.0,4,NoCurbRamp,Green Lake,47.67603418101435,-122.3310082477072,0,14,3,1,0,5,186.73324584960938,118.89999999999999
367,25,3.28,4.0,4,NoCurbRamp,Briarcliff,47.640756072998045,-122.41009765625,0,13,1,2,0,9,199.01275634765625,118.89999999999999
1064,23,3.5652173913043477,5.0,4,NoSidewalk,Mount Baker,47.5789849654488,-122.2851041710895,0,4,12,1,0,6,133.38088989257812,118.89999999999999
567,26,3.9615384615384617,4.0,2,NoSidewalk,Industrial District,47.58914345961351,-122.3380482013409,0,0,25,1,0,0,214.25628662109375,118.44999999999999
58,21,4.904761904761905,5.0,2,NoCurbRamp,Industrial District,47.58808190482004,-122.38861083984375,1,20,0,0,0,0,224.47046795361157,118.44999999999999
62,22,4.681818181818182,5.0,2,NoSidewalk,Roosevelt,47.7175951871005,-122.32659704034978,0,0,17,5,0,0,103.69575157714584,118.44999999999999
840,30,3.033333333333333,4.0,3,NoCurbRamp,Phinney Ridge,47.67753868103027,-122.34996490478515,0,22,0,2,0,6,225.2655029296875,118.3
708,24,3.7916666666666665,5.0,3,CurbRamp,First Hill,47.61237573623657,-122.3239221572876,12,11,0,1,0,0,161.32736206054688,118.3
973,21,3.857142857142857,5.0,4,Obstacle,Leschi,47.59510330926804,-122.29145921979632,0,4,4,10,0,3,237.54501342694567,117.45
458,25,3.24,4.0,4,NoCurbRamp,Broadway,47.61676391601563,-122.32464447021485,3,14,0,1,0,7,349.36546595334147,117.45
50,22,3.6818181818181817,4.0,4,SurfaceProblem,Industrial District,47.52508683638139,-122.32245185158469,3,4,0,1,0,14,394.2146301269531,117.45
1094,26,3.923076923076923,5.0,2,NoSidewalk,View Ridge,47.69630461472731,-122.28775846041165,0,5,21,0,0,0,93.1549072265625,117.3
1087,21,4.857142857142857,5.0,2,NoCurbRamp,Wallingford,47.65911937895275,-122.33316439674014,0,20,0,0,0,1,103.24168049866053,117.29999999999997
169,26,3.4615384615384617,4.0,3,Obstacle,Roosevelt,47.72875536405123,-122.31279960045448,1,0,0,13,0,12,116.02020263671875,117.0
706,28,4.178571428571429,5.0,1,NoSidewalk,Ravenna,47.700244767325266,-122.29660415649414,0,0,28,0,0,0,234.2480448138082,117.0
48,24,4.875,5.0,1,NoSidewalk,Industrial District,47.534639835357666,-122.34622637430827,0,0,24,0,0,0,120.06847079292282,117.0
655,26,3.4615384615384617,4.0,3,SurfaceProblem,Atlantic,47.59541320800781,-122.30590497530423,1,11,0,0,0,14,254.90570068359375,117.0
606,29,4.0,4.0,1,NoSidewalk,Industrial District,47.587324997474404,-122.33515140928071,0,0,29,0,0,0,187.58010864257812,116.0
26,20,4.45,5.0,3,Obstacle,Industrial District,47.52643184661865,-122.34110984802246,0,0,8,10,0,2,194.99884215844918,115.7
516,17,4.235294117647059,5.0,5,NoCurbRamp,East Queen Anne,47.64319386201746,-122.3494805728688,1,5,4,2,0,5,88.92059326171875,115.2
402,23,5.0,5.0,1,NoSidewalk,Stevens,47.634010314941406,-122.3075647768767,0,0,23,0,0,0,110.51559448242188,115.0
787,23,5.0,5.0,1,NoSidewalk,Whittier Heights,47.700953607973844,-122.37140655517578,0,0,23,0,0,0,150.31814575274183,115.0
480,30,3.3333333333333335,4.0,2,SurfaceProblem,Broadway,47.61685422261556,-122.3154790242513,0,13,0,0,0,17,223.57177734375,114.99999999999999
730,32,3.125,4.0,2,NoCurbRamp,Adams,47.67077648639679,-122.39565372467041,0,22,0,0,0,10,213.83285522460938,114.99999999999999
1183,19,4.157894736842105,5.0,4,NoSidewalk,Ravenna,47.693929973401524,-122.29623011538857,0,1,10,1,0,7,70.68193590597157,114.55
288,17,4.647058823529412,5.0,4,NoSidewalk,Lawton Park,47.66111508537741,-122.4101697136374,1,1,14,1,0,0,107.97500610351562,114.55
84,20,4.4,5.0,3,NoCurbRamp,Industrial District,47.53008136749268,-122.3582218170166,0,13,0,2,0,5,179.54655767026827,114.4
800,28,3.142857142857143,5.0,3,NoCurbRamp,West Woodland,47.666160583496094,-122.3708417075021,0,25,0,1,0,2,254.48226928710938,114.4
778,28,3.142857142857143,4.0,3,NoCurbRamp,Ravenna,47.66827120099749,-122.29923847743443,0,22,0,1,0,5,93.52854948976245,114.4
886,28,3.142857142857143,5.0,3,NoCurbRamp,Phinney Ridge,47.67371504647391,-122.35235214233398,0,26,1,1,0,0,134.5758253190764,114.4
720,27,3.259259259259259,4.0,3,NoCurbRamp,Atlantic,47.600648668077255,-122.3104731241862,5,13,0,0,0,9,217.64373779296875,114.4
608,33,3.0,3.0,2,NoSidewalk,Loyal Heights,47.700088038589016,-122.3915620283647,0,2,31,0,0,0,251.51824951171875,113.85
543,29,3.413793103448276,4.0,2,NoSidewalk,Industrial District,47.59270503603179,-122.3232237717201,0,0,27,0,0,2,175.72402954101562,113.85
419,22,3.227272727272727,4.0,5,NoCurbRamp,Portage Bay,47.64345879988237,-122.32163065130061,1,9,4,1,0,7,275.58390744303733,113.60000000000001
846,17,4.176470588235294,5.0,5,NoCurbRamp,Bryant,47.68840587840361,-122.28597080006318,3,8,3,2,0,1,205.79743379791384,113.60000000000001
1024,27,3.2222222222222223,5.0,3,NoSidewalk,Mount Baker,47.57380436084889,-122.28245855260778,0,6,15,0,0,6,194.35501098632812,113.10000000000001
884,24,3.625,4.0,3,NoCurbRamp,Whittier Heights,47.68149995803833,-122.37103494008382,0,21,0,1,0,2,158.50210932986312,113.10000000000001
669,24,3.625,5.0,3,NoCurbRamp,Ravenna,47.68107398351034,-122.30609798431396,0,15,6,0,0,3,214.3787040692726,113.10000000000001
615,23,3.782608695652174,4.0,3,NoSidewalk,Industrial District,47.58340056046195,-122.33325726052989,0,0,18,1,0,4,124.06539916992188,113.10000000000001
666,24,3.25,4.0,4,NoCurbRamp,Harrison/Denny-Blaine,47.62883313496908,-122.28604030609131,4,13,0,4,0,3,269.7257995605469,113.1
15,18,4.333333333333333,5.0,4,NoSidewalk,View Ridge,47.72620391845703,-122.28597259521484,0,1,12,1,0,4,445.8732604980469,113.1
795,26,3.0,3.0,4,NoCurbRamp,West Woodland,47.672318531916694,-122.36324104895958,3,20,0,2,0,1,261.17532821275387,113.1
1145,16,4.875,5.0,4,NoSidewalk,North Beacon Hill,47.57534718513489,-122.30230379104614,1,3,10,0,0,2,91.88461303710938,113.1
693,25,3.12,4.0,4,SurfaceProblem,Minor,47.60800842285156,-122.30799468994141,5,6,0,6,0,8,331.1534287915479,113.1
150,17,4.588235294117647,5.0,4,NoSidewalk,Roosevelt,47.70125400318819,-122.31457654167625,0,3,9,3,0,2,102.01846305840174,113.1
224,26,3.0,3.0,4,NoSidewalk,Industrial District,47.540470563448395,-122.39181723961464,0,2,14,2,0,8,182.36944339754365,113.1
1072,20,4.9,5.0,2,NoSidewalk,View Ridge,47.69494228363037,-122.28791961669921,0,2,18,0,0,0,96.96578979492188,112.69999999999999
967,20,3.5,5.0,5,NoCurbRamp,University District,47.66928882598877,-122.30596656799317,3,10,2,1,0,4,92.95644100850726,112.0
545,28,4.0,4.0,1,NoSidewalk,Industrial District,47.56166526249477,-122.34095273699079,0,0,28,0,0,0,106.86299948935768,112.0
814,28,4.0,4.0,1,NoSidewalk,Whittier Heights,47.70247949872698,-122.36875561305455,0,0,28,0,0,0,189.697265625,112.0
1124,17,4.117647058823529,5.0,5,NoCurbRamp,Wallingford,47.65547987994026,-122.32459438548369,1,10,3,2,0,1,92.30804443359375,112.0
992,26,3.3076923076923075,4.0,3,NoCurbRamp,Mount Baker,47.56988877516527,-122.28458991417519,0,13,0,1,0,12,163.86795044024183,111.8
426,25,3.08,5.0,4,NoSidewalk,Montlake,47.636053771972655,-122.31620513916016,0,4,14,1,0,6,278.47621010901406,111.64999999999999
387,18,4.277777777777778,5.0,4,NoSidewalk,Stevens,47.63381597730849,-122.3057352701823,2,0,10,4,0,2,128.29971313476562,111.64999999999999
956,24,4.625,5.0,1,NoCurbRamp,Green Lake,47.672263622283936,-122.33108743031819,0,24,0,0,0,0,158.78677368164062,111.0
23,24,3.5416666666666665,5.0,3,CurbRamp,Mount Baker,47.50246445337931,-122.24264176686604,10,0,4,0,0,10,94.42520141601562,110.5
44,21,4.0476190476190474,5.0,3,NoSidewalk,Industrial District,47.51681464059012,-122.38898540678478,0,0,11,1,0,9,203.2470703125,110.5
1085,22,3.1363636363636362,4.0,5,NoSidewalk,Mount Baker,47.57871939919212,-122.28780156915838,2,3,15,1,0,1,138.03863525390625,110.4
857,18,3.8333333333333335,5.0,5,NoCurbRamp,Fremont,47.657750871446396,-122.35880872938368,1,11,2,2,0,2,165.98959393270016,110.4
751,17,4.0588235294117645,5.0,5,Obstacle,Bryant,47.685116711784815,-122.29042098101448,2,4,1,7,0,3,144.8084337754082,110.4
527,23,3.0,3.0,5,NoSidewalk,West Queen Anne,47.62913811725119,-122.3631887021272,1,6,10,1,0,5,139.30892944335938,110.4
896,20,4.8,5.0,2,NoCurbRamp,Wallingford,47.666880416870114,-122.33182258605957,1,19,0,0,0,0,165.985107421875,110.39999999999999
525,24,4.0,4.0,2,NoSidewalk,Industrial District,47.58880503972372,-122.32859420776367,0,0,20,0,0,4,194.7784423828125,110.39999999999999
1074,20,4.8,5.0,2,NoCurbRamp,Wallingford,47.6590539932251,-122.32858314514161,0,18,0,2,0,0,85.10971069335938,110.39999999999999
1153,17,4.470588235294118,5.0,4,NoSidewalk,North Beacon Hill,47.57321234310375,-122.30551865521599,0,5,9,1,0,2,86.8427561427905,110.2
804,22,5.0,5.0,1,NoSidewalk,Whittier Heights,47.70235841924494,-122.37277256358753,0,0,22,0,0,0,132.95745849609375,110.0
1041,21,4.523809523809524,5.0,2,NoSidewalk,Ravenna,47.69682947794596,-122.30372328985305,0,0,16,0,0,5,147.05585049409592,109.24999999999999
1186,25,3.8,5.0,2,NoSidewalk,Ravenna,47.696638946533206,-122.29599456787109,0,3,22,0,0,0,129.57000732421875,109.24999999999999
680,19,4.421052631578948,5.0,3,NoCurbRamp,University District,47.666528400621914,-122.31518072831004,3,14,0,2,0,0,177.9383037625556,109.20000000000002
55,25,3.36,4.0,3,NoSidewalk,Industrial District,47.53540725708008,-122.35085083007813,0,8,9,0,0,8,340.4388427734375,109.2
275,28,3.0,3.0,3,NoSidewalk,Ravenna,47.72341891697475,-122.30459104265485,0,4,23,0,0,1,137.61520385742188,109.2
270,27,4.037037037037037,5.0,1,NoSidewalk,Ravenna,47.71286717167607,-122.29756588406033,0,0,27,0,0,0,205.36422729492188,109.0
309,34,3.2058823529411766,5.0,1,NoSidewalk,Lawton Park,47.66202702241785,-122.39866077198701,0,0,34,0,0,0,161.32736206054688,109.0
692,17,4.0,5.0,5,NoCurbRamp,Laurelhurst,47.66756686042337,-122.27847334917854,3,10,2,0,1,1,203.67050170977308,108.80000000000001
1077,22,3.090909090909091,4.0,5,NoCurbRamp,Madrona,47.617652372880414,-122.29412980513139,3,14,1,2,0,2,115.31147871628585,108.80000000000001
660,29,3.2413793103448274,4.0,2,NoCurbRamp,Ravenna,47.67764163839406,-122.29707336425781,0,28,0,0,0,1,421.37309881708507,108.1
249,24,3.9166666666666665,5.0,2,NoSidewalk,Ravenna,47.70347627003988,-122.29810110727946,0,0,21,0,0,3,145.89728070127396,108.1
127,26,4.153846153846154,5.0,1,NoSidewalk,View Ridge,47.7114859360915,-122.28635758620042,0,0,26,0,0,0,209.59854125976562,108.00000000000001
589,27,4.0,4.0,1,NoSidewalk,Industrial District,47.55903201633029,-122.33245312726056,0,0,27,0,0,0,159.210205078125,108.0
155,27,4.0,4.0,1,NoSidewalk,Green Lake,47.709576783356844,-122.35416864465785,0,0,27,0,0,0,183.76922607421875,108.0
628,27,4.0,4.0,1,NoSidewalk,Industrial District,47.5680783589681,-122.32401219120732,0,0,27,0,0,0,164.56030042583032,108.0
534,27,3.074074074074074,5.0,3,NoCurbRamp,Madison Park,47.639145886456525,-122.27971677426939,0,22,0,4,0,1,287.5895576037033,107.9
374,18,4.611111111111111,5.0,3,NoCurbRamp,Southeast Magnolia,47.637835608588325,-122.39616817898221,0,12,5,1,0,0,104.99564616164776,107.9
335,17,4.882352941176471,5.0,3,NoCurbRamp,Southeast Magnolia,47.645776860854205,-122.39116534064797,0,10,6,1,0,0,143.77652782056606,107.9
811,20,4.15,5.0,3,NoCurbRamp,Loyal Heights,47.68871631622314,-122.38146629333497,2,16,0,2,0,0,228.0290403076546,107.9
119,22,3.3636363636363638,4.0,4,NoSidewalk,North Beacon Hill,47.56540246443315,-122.313120061701,1,6,12,0,0,3,129.99343872070312,107.3
330,22,3.3636363636363638,5.0,4,CurbRamp,Central Business District,47.6124772158536,-122.33587473089045,10,7,0,4,1,0,322.65472412109375,107.3
576,19,3.8947368421052633,4.0,4,NoSidewalk,Industrial District,47.557399348208776,-122.33848692241467,1,3,12,0,0,3,68.58077061192031,107.3
741,24,3.0833333333333335,4.0,4,NoCurbRamp,Adams,47.672483603159584,-122.38220914204915,8,9,0,4,0,3,246.01364135742188,107.3
398,22,3.3636363636363638,5.0,4,CurbRamp,Westlake,47.637413545088336,-122.34219949895686,8,5,0,1,0,8,174.87716674804688,107.3
1083,23,3.217391304347826,4.0,4,NoCurbRamp,Madrona,47.61882284413213,-122.29201242198114,2,13,0,4,0,4,143.85070359898293,107.3
558,17,3.9411764705882355,5.0,5,NoSidewalk,Wallingford,47.64709921444164,-122.33856919232537,2,3,7,3,0,2,292.68052193327367,107.2
572,27,3.962962962962963,4.0,1,NoSidewalk,Industrial District,47.562706276222514,-122.33596575701678,0,0,27,0,0,0,106.8608759974937,107.0
1078,25,4.28,5.0,1,NoSidewalk,Ravenna,47.698092193603514,-122.3014926147461,0,0,25,0,0,0,224.41864013671875,107.0
166,27,3.962962962962963,4.0,1,NoSidewalk,Industrial District,47.53643883599175,-122.331133807147,0,0,27,0,0,0,419.6205139160156,107.0
242,19,4.894736842105263,5.0,2,NoSidewalk,Ravenna,47.71017014352899,-122.29965691817434,0,1,18,0,0,0,108.26923261244279,106.94999999999999
45,23,3.5652173913043477,5.0,3,NoSidewalk,Industrial District,47.51361150326936,-122.3903864984927,0,4,13,0,0,6,239.66217041015625,106.60000000000001
817,22,4.818181818181818,5.0,1,NoCurbRamp,Wallingford,47.65801308371804,-122.34017528187145,0,22,0,0,0,0,163.70712788228116,106.0
932,21,3.4761904761904763,5.0,4,NoCurbRamp,University District,47.66791461762928,-122.30415743873233,0,13,3,4,1,0,103.22428727951738,105.85
629,26,3.5384615384615383,5.0,2,NoCurbRamp,Ravenna,47.679385258601265,-122.30384210439829,0,22,0,0,0,4,199.56110420506033,105.8
329,21,3.857142857142857,5.0,3,NoSidewalk,University District,47.664022718157085,-122.3015612647647,3,0,16,2,0,0,153.28216552734375,105.3
1148,24,3.375,4.0,3,NoCurbRamp,North Beacon Hill,47.57312059402466,-122.30723126729329,0,16,1,0,0,7,129.693027517352,105.3
766,22,3.6818181818181817,4.0,3,NoCurbRamp,Minor,47.606201171875,-122.30498469959606,6,9,0,0,0,7,82.79121775257214,105.3
74,21,5.0,5.0,1,NoSidewalk,Industrial District,47.51865659441267,-122.34155382428851,0,0,21,0,0,0,120.2545166015625,105.0
960,23,3.130434782608696,4.0,4,NoSidewalk,Mount Baker,47.570977750031844,-122.28987917692766,1,3,18,0,0,1,194.7784423828125,104.39999999999999
229,16,4.5,5.0,4,NoCurbRamp,Industrial District,47.53989219665527,-122.385666847229,0,6,2,6,0,2,85.75460277749244,104.39999999999999
818,20,3.6,4.0,4,NoSidewalk,Ravenna,47.67385978698731,-122.30140113830566,0,1,12,2,0,5,135.498046875,104.39999999999999
1040,31,3.3548387096774195,5.0,1,NoSidewalk,Bryant,47.69164903702274,-122.2889894054782,0,0,31,0,0,0,163.60163636315167,104.0
710,26,3.076923076923077,4.0,3,NoCurbRamp,Adams,47.674255224374626,-122.39011529775766,4,17,0,0,0,5,258.29315185546875,104.0
1188,22,4.7272727272727275,5.0,1,NoCurbRamp,Wallingford,47.66500906510787,-122.33851866288619,0,22,0,0,0,0,125.47296888130434,104.0
542,18,3.611111111111111,5.0,5,NoCurbRamp,West Queen Anne,47.63238525390625,-122.36936653984918,4,6,2,4,0,2,152.435302734375,104.0
186,30,3.0,3.0,2,SurfaceProblem,Industrial District,47.550258509318034,-122.39040603637696,0,14,0,0,0,16,424.68713862010196,103.49999999999999
134,17,4.176470588235294,5.0,4,NoSidewalk,Green Lake,47.701429928050324,-122.33991061939912,4,0,7,3,0,3,143.62327338115776,102.95
1000,19,4.157894736842105,5.0,3,NoSidewalk,Roosevelt,47.67685900236431,-122.31583203767475,0,0,17,1,0,1,159.63363647460938,102.7
404,21,3.761904761904762,5.0,3,NoSidewalk,Stevens,47.61972118559338,-122.30816250755673,0,9,11,1,0,0,301.9065856933594,102.7
1223,17,3.764705882352941,5.0,5,NoSidewalk,North Beacon Hill,47.58549409754136,-122.3068250768325,1,3,6,2,0,5,57.163238525390625,102.4
